standing,player_name,deck_code,card_name_jp,set_code,card_number,count,category
3,,cY8888-EQzq2O-ccDKcG,クセロシキのたくらみ,SV6a,,1,Trainer
3,,cY8888-EQzq2O-ccDKcG,アクロマの執念,SV8a,,1,Trainer
3,,cY8888-EQzq2O-ccDKcG,ロケット団の監視塔,M2a,,1,Trainer
3,,cY8888-EQzq2O-ccDKcG,ミストエネルギー,SVN,,3,Energy
3,,cY8888-EQzq2O-ccDKcG,グロウ草エネルギー,M3,,2,Energy
3,,cY8888-EQzq2O-ccDKcG,基本草エネルギー,ENE,,2,Energy
3,,cY8888-EQzq2O-ccDKcG,基本超エネルギー,ENE,,2,Energy
3,,cY8888-EQzq2O-ccDKcG,基本悪エネルギー,ENE,,4,Energy
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団のミュウツーex,SV10,,2,Pokemon
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団のタマンチュラ,SV10,,4,Pokemon
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団のワナイダー,SV10,,4,Pokemon
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団のミミッキュ,SV10,,2,Pokemon
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団のフリーザー,SV10,,2,Pokemon
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団のニューラ,MC,,1,Pokemon
4,,g9PLHn-Vqy7Lt-g9HNgN,リーリエのピッピex,SV9,,1,Pokemon
4,,g9PLHn-Vqy7Lt-g9HNgN,ハイパーボール,SVOD,,4,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団のレシーバー,SV10,,4,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,むしとりセット,MC,,3,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,エネルギーつけかえ,SVM,,1,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,夜のタンカ,SVN,,2,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,ブレイブバングル,MC,,1,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,マキシマムベルト(ACE SPEC),SV8a,,1,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団のアテナ,SV10,,2,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団のサカキ,SV10,,3,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団のランス,SV10,,2,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団のアポロ,SV10,,3,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団のラムダ,SV10,,1,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,リーリエの決心,,,3,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団のファクトリー,SV10,,3,Trainer
4,,g9PLHn-Vqy7Lt-g9HNgN,ロケット団エネルギー,SV10,,4,Energy
4,,g9PLHn-Vqy7Lt-g9HNgN,基本草エネルギー,ENE,,7,Energy
5,,Yxc8xK-m1xncx-GDDcJ4,イイネイヌ,MC,,3,Pokemon
5,,Yxc8xK-m1xncx-GDDcJ4,カメテテ,M3,,2,Pokemon
5,,Yxc8xK-m1xncx-GDDcJ4,ガメノデス,M3,,2,Pokemon
5,,Yxc8xK-m1xncx-GDDcJ4,ソルロック,MC,,3,Pokemon
5,,Yxc8xK-m1xncx-GDDcJ4,ルナトーン,MC,,2,Pokemon
5,,Yxc8xK-m1xncx-GDDcJ4,ガチグマ アカツキ,MC,,1,Pokemon
5,,Yxc8xK-m1xncx-GDDcJ4,ファイヤー,M2,,1,Pokemon
5,,Yxc8xK-m1xncx-GDDcJ4,オーガポン いしずえのめんex,MC,,1,Pokemon
5,,Yxc8xK-m1xncx-GDDcJ4,マシマシラ,MC,,1,Pokemon
5,,Yxc8xK-m1xncx-GDDcJ4,ファイトゴング,MC,,4,Trainer
5,,Yxc8xK-m1xncx-GDDcJ4,ポケパッド,M3,,4,Trainer
5,,Yxc8xK-m1xncx-GDDcJ4,夜のタンカ,MC,,2,Trainer
5,,Yxc8xK-m1xncx-GDDcJ4,ポケギア3.0,SV11B,,1,Trainer
5,,Yxc8xK-m1xncx-GDDcJ4,エネルギー回収,MC,,1,Trainer
5,,Yxc8xK-m1xncx-GDDcJ4,スペシャルレッドカード,M4,,2,Trainer
5,,Yxc8xK-m1xncx-GDDcJ4,ふうせん,MC,,2,Trainer
5,,Yxc8xK-m1xncx-GDDcJ4,リーリエの決心,,,4,Trainer
5,,Yxc8xK-m1xncx-GDDcJ4,ボスの指令,SVM,,3,Trainer
5,,Yxc8xK-m1xncx-GDDcJ4,タラゴン,M3,,2,Trainer
5,,Yxc8xK-m1xncx-GDDcJ4,マツバの確信,MC,,3,Trainer
5,,Yxc8xK-m1xncx-GDDcJ4,バトルコロシアム,M2,,2,Trainer
5,,Yxc8xK-m1xncx-GDDcJ4,レガシーエネルギー,SVN,,1,Energy
5,,Yxc8xK-m1xncx-GDDcJ4,プリズムエネルギー,MC,,4,Energy
5,,Yxc8xK-m1xncx-GDDcJ4,基本闘エネルギー,ENE,,9,Energy
8,,fkv5Vk-vQQ1oP-VbwbFk,ドラメシヤ,SV6,,4,Pokemon
8,,fkv5Vk-vQQ1oP-VbwbFk,ドロンチ,SV6,,4,Pokemon
8,,fkv5Vk-vQQ1oP-VbwbFk,ドラパルトex,SV6,,2,Pokemon
8,,fkv5Vk-vQQ1oP-VbwbFk,アチャモ,SV10,,2,Pokemon
8,,fkv5Vk-vQQ1oP-VbwbFk,ワカシャモ,SV10,,1,Pokemon
8,,fkv5Vk-vQQ1oP-VbwbFk,バシャーモex,SVM,,2,Pokemon
8,,fkv5Vk-vQQ1oP-VbwbFk,マシマシラ,SV8a,,2,Pokemon
8,,fkv5Vk-vQQ1oP-VbwbFk,イーユイ,SV5a,,1,Pokemon
8,,fkv5Vk-vQQ1oP-VbwbFk,スボミー,SV8a,,1,Pokemon
8,,fkv5Vk-vQQ1oP-VbwbFk,シェイミ,SV9a,,1,Pokemon
8,,fkv5Vk-vQQ1oP-VbwbFk,リーリエのピッピex,MC,,1,Pokemon
8,,fkv5Vk-vQQ1oP-VbwbFk,ニャースex,M3,,1,Pokemon
8,,fkv5Vk-vQQ1oP-VbwbFk,キチキギスex,SV6a,,1,Pokemon
8,,fkv5Vk-vQQ1oP-VbwbFk,なかよしポフィン,SV5K,,4,Trainer
8,,fkv5Vk-vQQ1oP-VbwbFk,ポケパッド,M3,,3,Trainer
8,,fkv5Vk-vQQ1oP-VbwbFk,ハイパーボール,SVHM,,4,Trainer
8,,fkv5Vk-vQQ1oP-VbwbFk,ふしぎなアメ,SVHM,,2,Trainer
8,,fkv5Vk-vQQ1oP-VbwbFk,夜のタンカ,SV6a,,1,Trainer
8,,fkv5Vk-vQQ1oP-VbwbFk,スペシャルレッドカード,M4,,1,Trainer
8,,fkv5Vk-vQQ1oP-VbwbFk,アンフェアスタンプ(ACE SPEC),MC,,1,Trainer
8,,fkv5Vk-vQQ1oP-VbwbFk,リーリエの決心,MA,,4,Trainer
8,,fkv5Vk-vQQ1oP-VbwbFk,ボスの指令,SVHM,,3,Trainer
8,,fkv5Vk-vQQ1oP-VbwbFk,ヒカリ,M2,,2,Trainer
8,,fkv5Vk-vQQ1oP-VbwbFk,アカマツ,SVK,,2,Trainer
8,,fkv5Vk-vQQ1oP-VbwbFk,ロケット団の監視塔,SV10,,1,Trainer
8,,fkv5Vk-vQQ1oP-VbwbFk,危ない廃墟,M1L,,1,Trainer
8,,fkv5Vk-vQQ1oP-VbwbFk,基本炎エネルギー,ENE,,3,Energy
8,,fkv5Vk-vQQ1oP-VbwbFk,基本超エネルギー,ENE,,3,Energy
8,,fkv5Vk-vQQ1oP-VbwbFk,基本悪エネルギー,ENE,,2,Energy
9,,PN9Pgn-wy2SiL-giLgQN,エレズン,M2,,4,Pokemon
9,,PN9Pgn-wy2SiL-giLgQN,ストリンダー,M2,,4,Pokemon
9,,PN9Pgn-wy2SiL-giLgQN,メガアブソルex,M1L,,1,Pokemon
9,,PN9Pgn-wy2SiL-giLgQN,アラブルタケ,SV6,,1,Pokemon
9,,PN9Pgn-wy2SiL-giLgQN,マシマシラ,SV8a,,3,Pokemon
9,,PN9Pgn-wy2SiL-giLgQN,モモワロウex,SV8a,,1,Pokemon
9,,PN9Pgn-wy2SiL-giLgQN,キチキギスex,MA,,1,Pokemon
9,,PN9Pgn-wy2SiL-giLgQN,モモワロウ,SV8,,1,Pokemon
9,,PN9Pgn-wy2SiL-giLgQN,シェイミ,MA,,1,Pokemon
9,,PN9Pgn-wy2SiL-giLgQN,なかよしポフィン,SVOD,,1,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,ハイパーボール,SVOD,,1,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,ポケパッド,,,4,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,エネルギーつけかえ,SVM,,2,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,夜のタンカ,MBD,,2,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,ポケギア3.0,SV11B,,2,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,ロケット団のレシーバー,MC,,2,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,エネルギーリサイクル,MC,,1,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,スペシャルレッドカード,M4,,1,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,シークレットボックス(ACE SPEC),SV6,,1,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,ふうせん,MBD,,2,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,リーリエの決心,MBD,,4,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,ロケット団のラムダ,MC,,4,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,ボスの指令,SVOD,,3,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,ロケット団のファクトリー,M2a,,1,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,ロケット団の監視塔,M2a,,1,Trainer
9,,PN9Pgn-wy2SiL-giLgQN,基本悪エネルギー,ENE,,11,Energy
10,,FbfFVk-QyCAqO-kdFVkf,ドラメシヤ,SV6,,4,Pokemon
10,,FbfFVk-QyCAqO-kdFVkf,ドロンチ,SV6,,4,Pokemon
10,,FbfFVk-QyCAqO-kdFVkf,ドラパルトex,SV6,,3,Pokemon
10,,FbfFVk-QyCAqO-kdFVkf,キチキギスex,SV6a,,1,Pokemon
10,,FbfFVk-QyCAqO-kdFVkf,ラティアスex,SV7a,,1,Pokemon
10,,FbfFVk-QyCAqO-kdFVkf,ニャースex,M3,,1,Pokemon
10,,FbfFVk-QyCAqO-kdFVkf,スボミー,SV8a,,2,Pokemon
10,,FbfFVk-QyCAqO-kdFVkf,マシマシラ,SV8a,,2,Pokemon
10,,FbfFVk-QyCAqO-kdFVkf,シェイミ,SV9a,,1,Pokemon
10,,FbfFVk-QyCAqO-kdFVkf,ファイヤー,M2,,1,Pokemon
10,,FbfFVk-QyCAqO-kdFVkf,なかよしポフィン,SV5K,,4,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,ポケパッド,M3,,4,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,ハイパーボール,SVHM,,4,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,夜のタンカ,SV6a,,2,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,スペシャルレッドカード,M4,,1,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,アンフェアスタンプ(ACE SPEC),MA,,1,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,リーリエの決心,MA,,4,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,ボスの指令,SVHM,,3,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,ヒカリ,M2,,1,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,アカマツ,SVK,,2,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,タケシのスカウト,SV9,,1,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,メイのはげまし,M3,,1,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,ロケット団の監視塔,SV10,,1,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,危ない廃墟,M1L,,2,Trainer
10,,FbfFVk-QyCAqO-kdFVkf,基本炎エネルギー,ENE,,3,Energy
10,,FbfFVk-QyCAqO-kdFVkf,基本超エネルギー,ENE,,3,Energy
10,,FbfFVk-QyCAqO-kdFVkf,基本悪エネルギー,ENE,,2,Energy
10,,FbfFVk-QyCAqO-kdFVkf,プリズムエネルギー,MC,,1,Energy
11,,yXyyRp-w9T38b-UpESXp,オーガポン みどりのめんex,SV6,,3,Pokemon
11,,yXyyRp-w9T38b-UpESXp,オーガポン いどのめんex,SV8a,,2,Pokemon
11,,yXyyRp-w9T38b-UpESXp,リーリエのピッピex,SV9,,2,Pokemon
11,,yXyyRp-w9T38b-UpESXp,メガガルーラex,M1S,,2,Pokemon
11,,yXyyRp-w9T38b-UpESXp,キチキギスex,SV6a,,1,Pokemon
11,,yXyyRp-w9T38b-UpESXp,ラティアスex,SV7a,,2,Pokemon
11,,yXyyRp-w9T38b-UpESXp,ニャースex,M3,,3,Pokemon
11,,yXyyRp-w9T38b-UpESXp,ハイパーボール,SVLN,,4,Trainer
11,,yXyyRp-w9T38b-UpESXp,エネルギーつけかえ,SVHM,,4,Trainer
11,,yXyyRp-w9T38b-UpESXp,スペシャルレッドカード,M4,,1,Trainer
11,,yXyyRp-w9T38b-UpESXp,ポケギア3.0,MC,,3,Trainer
11,,yXyyRp-w9T38b-UpESXp,アンフェアスタンプ(ACE SPEC),MA,,1,Trainer
11,,yXyyRp-w9T38b-UpESXp,リーリエの決心,MA,,2,Trainer
11,,yXyyRp-w9T38b-UpESXp,ボスの指令,SVLN,,3,Trainer
11,,yXyyRp-w9T38b-UpESXp,アカマツ,SV8a,,3,Trainer
11,,yXyyRp-w9T38b-UpESXp,ジャッジマン,SV9a,,2,Trainer
11,,yXyyRp-w9T38b-UpESXp,シアノ,SV8,,3,Trainer
11,,yXyyRp-w9T38b-UpESXp,暗号マニアの解読,MC,,1,Trainer
11,,yXyyRp-w9T38b-UpESXp,ゼロの大空洞,SV7,,3,Trainer
11,,yXyyRp-w9T38b-UpESXp,基本草エネルギー,ENE,,8,Energy
11,,yXyyRp-w9T38b-UpESXp,基本水エネルギー,ENE,,2,Energy
11,,yXyyRp-w9T38b-UpESXp,基本超エネルギー,ENE,,3,Energy
11,,yXyyRp-w9T38b-UpESXp,ミストエネルギー,SVN,,2,Energy
12,,2yMppX-9gJK6J-SX2RRM,Nのゾロア,SV9,,4,Pokemon
12,,2yMppX-9gJK6J-SX2RRM,Nのゾロアークex,SV9,,4,Pokemon
12,,2yMppX-9gJK6J-SX2RRM,Nのダルマッカ,SV9,,1,Pokemon
12,,2yMppX-9gJK6J-SX2RRM,Nのヒヒダルマ,SV9,,1,Pokemon
12,,2yMppX-9gJK6J-SX2RRM,Nのレシラム,SV9,,1,Pokemon
12,,2yMppX-9gJK6J-SX2RRM,Nのゼクロム,M2a,,2,Pokemon
12,,2yMppX-9gJK6J-SX2RRM,キチキギスex,SVN,,1,Pokemon
12,,2yMppX-9gJK6J-SX2RRM,モモワロウex,SV8a,,1,Pokemon
12,,2yMppX-9gJK6J-SX2RRM,マシマシラ,SV8a,,1,Pokemon
12,,2yMppX-9gJK6J-SX2RRM,スボミー,SV8a,,1,Pokemon
12,,2yMppX-9gJK6J-SX2RRM,ニャースex,M3,,1,Pokemon
12,,2yMppX-9gJK6J-SX2RRM,なかよしポフィン,SV8a,,4,Trainer
12,,2yMppX-9gJK6J-SX2RRM,ハイパーボール,SVM,,2,Trainer
12,,2yMppX-9gJK6J-SX2RRM,ポケパッド,M3,,3,Trainer
12,,2yMppX-9gJK6J-SX2RRM,Nのポイントアップ,SV9,,3,Trainer
12,,2yMppX-9gJK6J-SX2RRM,夜のタンカ,SVN,,1,Trainer
12,,2yMppX-9gJK6J-SX2RRM,ツールスクラッパー,M2a,,1,Trainer
12,,2yMppX-9gJK6J-SX2RRM,スペシャルレッドカード,M4,,1,Trainer
12,,2yMppX-9gJK6J-SX2RRM,アンフェアスタンプ(ACE SPEC),MA,,1,Trainer
12,,2yMppX-9gJK6J-SX2RRM,くさりもち,SV8a,,2,Trainer
12,,2yMppX-9gJK6J-SX2RRM,リーリエの決心,MA,,4,Trainer
12,,2yMppX-9gJK6J-SX2RRM,ボスの指令,SVM,,3,Trainer
12,,2yMppX-9gJK6J-SX2RRM,アンズの秘技,SV8a,,1,Trainer
12,,2yMppX-9gJK6J-SX2RRM,シアノ,SV8,,2,Trainer
12,,2yMppX-9gJK6J-SX2RRM,アセロラのいたずら,M2a,,1,Trainer
12,,2yMppX-9gJK6J-SX2RRM,タケシのスカウト,SV9,,1,Trainer
12,,2yMppX-9gJK6J-SX2RRM,ロケット団のラムダ,M2a,,1,Trainer
12,,2yMppX-9gJK6J-SX2RRM,Nの城,SV9,,2,Trainer
12,,2yMppX-9gJK6J-SX2RRM,ロケット団の監視塔,SV10,,1,Trainer
12,,2yMppX-9gJK6J-SX2RRM,基本悪エネルギー,ENE,,8,Energy
13,,2XpXpS-Hi9mwS-yMpUUR,タケルライコex,MC,,3,Pokemon
13,,2XpXpS-Hi9mwS-yMpUUR,オーガポン みどりのめんex,SV8a,,4,Pokemon
13,,2XpXpS-Hi9mwS-yMpUUR,メガガルーラex,M1S,,3,Pokemon
13,,2XpXpS-Hi9mwS-yMpUUR,テツノイサハex,MC,,1,Pokemon
13,,2XpXpS-Hi9mwS-yMpUUR,ラティアスex,SV7a,,2,Pokemon
13,,2XpXpS-Hi9mwS-yMpUUR,ニャースex,M3,,2,Pokemon
13,,2XpXpS-Hi9mwS-yMpUUR,ナゲツケサル,SV7a,,1,Pokemon
13,,2XpXpS-Hi9mwS-yMpUUR,キチキギスex,SV6a,,1,Pokemon
13,,2XpXpS-Hi9mwS-yMpUUR,パオジアン,M2a,,1,Pokemon
13,,2XpXpS-Hi9mwS-yMpUUR,ハイパーボール,,,4,Trainer
13,,2XpXpS-Hi9mwS-yMpUUR,エネルギーつけかえ,MA,,2,Trainer
13,,2XpXpS-Hi9mwS-yMpUUR,むしとりセット,MC,,2,Trainer
13,,2XpXpS-Hi9mwS-yMpUUR,夜のタンカ,SVN,,1,Trainer
13,,2XpXpS-Hi9mwS-yMpUUR,ガラスのラッパ,M2a,,2,Trainer
13,,2XpXpS-Hi9mwS-yMpUUR,エネルギー回収,MC,,1,Trainer
13,,2XpXpS-Hi9mwS-yMpUUR,プライムキャッチャー(ACE SPEC),MBG,,1,Trainer
13,,2XpXpS-Hi9mwS-yMpUUR,アカマツ,MC,,4,Trainer
13,,2XpXpS-Hi9mwS-yMpUUR,ボスの指令,SVOD,,2,Trainer
13,,2XpXpS-Hi9mwS-yMpUUR,リーリエの決心,,,3,Trainer
13,,2XpXpS-Hi9mwS-yMpUUR,シアノ,SV8,,1,Trainer
13,,2XpXpS-Hi9mwS-yMpUUR,ゼロの大空洞,M2a,,4,Trainer
13,,2XpXpS-Hi9mwS-yMpUUR,基本草エネルギー,ENE,,9,Energy
13,,2XpXpS-Hi9mwS-yMpUUR,基本闘エネルギー,ENE,,3,Energy
13,,2XpXpS-Hi9mwS-yMpUUR,基本雷エネルギー,ENE,,3,Energy
14,,kF1VFf-AYwYo1-bfvFVv,メガアブソルex,M1L,,2,Pokemon
14,,kF1VFf-AYwYo1-bfvFVv,メガガルーラex,M1S,,2,Pokemon
14,,kF1VFf-AYwYo1-bfvFVv,オーガポン みどりのめんex,SV6,,2,Pokemon
14,,kF1VFf-AYwYo1-bfvFVv,オーガポン いどのめんex,MC,,1,Pokemon
14,,kF1VFf-AYwYo1-bfvFVv,ラティアスex,M2a,,2,Pokemon
14,,kF1VFf-AYwYo1-bfvFVv,リーリエのピッピex,M2a,,2,Pokemon
14,,kF1VFf-AYwYo1-bfvFVv,ガチグマ アカツキex,SV5a,,1,Pokemon
14,,kF1VFf-AYwYo1-bfvFVv,ニャースex,M3,,2,Pokemon
14,,kF1VFf-AYwYo1-bfvFVv,キチキギスex,SVN,,1,Pokemon
14,,kF1VFf-AYwYo1-bfvFVv,マシマシラ,M2a,,3,Pokemon
14,,kF1VFf-AYwYo1-bfvFVv,ハイパーボール,,,4,Trainer
14,,kF1VFf-AYwYo1-bfvFVv,エネルギーつけかえ,MC,,4,Trainer
14,,kF1VFf-AYwYo1-bfvFVv,夜のタンカ,MC,,2,Trainer
14,,kF1VFf-AYwYo1-bfvFVv,アンフェアスタンプ(ACE SPEC),MC,,1,Trainer
14,,kF1VFf-AYwYo1-bfvFVv,アカマツ,MC,,3,Trainer
14,,kF1VFf-AYwYo1-bfvFVv,ボスの指令,MC,,3,Trainer
14,,kF1VFf-AYwYo1-bfvFVv,シアノ,SV8,,3,Trainer
14,,kF1VFf-AYwYo1-bfvFVv,タケシのスカウト,SV9,,2,Trainer
14,,kF1VFf-AYwYo1-bfvFVv,暗号マニアの解読,MC,,2,Trainer
14,,kF1VFf-AYwYo1-bfvFVv,リーリエの決心,,,1,Trainer
14,,kF1VFf-AYwYo1-bfvFVv,クセロシキのたくらみ,MC,,1,Trainer
14,,kF1VFf-AYwYo1-bfvFVv,ゼロの大空洞,M2a,,3,Trainer
14,,kF1VFf-AYwYo1-bfvFVv,基本草エネルギー,ENE,,4,Energy
14,,kF1VFf-AYwYo1-bfvFVv,基本悪エネルギー,ENE,,4,Energy
14,,kF1VFf-AYwYo1-bfvFVv,基本超エネルギー,ENE,,2,Energy
14,,kF1VFf-AYwYo1-bfvFVv,基本水エネルギー,ENE,,1,Energy
14,,kF1VFf-AYwYo1-bfvFVv,プリズムエネルギー,MC,,2,Energy
15,,XMXpMM-3iX0oO-XUyR2p,ロケット団のミュウツーex,SV10,,2,Pokemon
15,,XMXpMM-3iX0oO-XUyR2p,ロケット団のタマンチュラ,SV10,,4,Pokemon
15,,XMXpMM-3iX0oO-XUyR2p,ロケット団のワナイダー,SV10,,4,Pokemon
15,,XMXpMM-3iX0oO-XUyR2p,ロケット団のミミッキュ,SV10,,1,Pokemon
15,,XMXpMM-3iX0oO-XUyR2p,ロケット団のフリーザー,SV10,,2,Pokemon
